PlanTable,ItemID,OptionPhase,PackID,Description,OnlineDescription,Qty,UOM,SellEach,CostEach,ExtPrice,ExtCost,MarginDollar,MarginPercent,Category,PriceLevel,CostUOM,BlendCost,AvgCost
plan_2336BCD_HA,716OSB9,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|34BCD 2ND FLOOR WALLS,wall sheathing,"7/16""4X9 OSB RTD",40,MSF,319.32,10.3765572,459.82,415.062288,$31.08 ,9.73%,3506,08,288.2377,,
plan_2336BCD_HA,MSTC48B3,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|34BCD 2ND FLOOR WALLS,strap tie,"SIMPSON 48"" PRE-BENT STRAP TIE",4,EA,22.72,17.7201,90.88,70.8804,$5.00 ,22.01%,4502,05,17.7201,,
plan_2336BCD_HA,MSTC40,233610300 - 4085,|34C 2ND FLOOR WALLS,strap tie,SIMPSON MSTC40 STRAP TIE,2,EA,11.21,8.7399,22.42,17.4798,$2.47 ,22.03%,4502,05,8.7399,,
plan_2336BCD_HA,6610GDF2,233610400 - 4085,|34D 2ND FLOOR WALLS,post,6X6-10' #2&BTR DF GRN,1,MBF,1036,24.900006,31.08,24.900006,$206.00 ,19.88%,2201,09,830.0002,,
plan_2336BCD_HA,488GDF2,"233610200 - 4085, 233610300 - 4085",|34rfBC 2ND FLOOR WALLS READYFRAME,header beam,4X8-8' #2 DF GRN,1,MBF,815.48,13.75978713,17.4,13.75978713,$170.48 ,20.91%,2201,09,645.0001,,
plan_2336BCD_HA,OSBSTRIPS,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|34rfBCD 2ND FLOOR WALLS READYFRAME,filler,"7/16"" X 3 1/2"" X 8' OSB STRIPS",4,EA,1.39,1.1351,5.56,4.5404,$0.25 ,18.34%,3511,08,1.1351,,
plan_2336BCD_HA,7165128OSB,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|34rfBCD 2ND FLOOR WALLS READYFRAME,filler,"7/16""5-1/2""X8 OSB NON-RTD",24,MSF,411,1.287117,36.17,30.890808,$60.00 ,14.60%,3506,08,351,,
plan_2336BCD_HA,24DF,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|34rfBCD 2ND FLOOR WALLS READYFRAME,plate,2X4-RL STD&BTR DF,884,MBF,634.83,0.363514867,374.31,321.3471421,$89.83 ,14.15%,2503,09,544.9998,,
plan_2336BCD_HA,26DF2,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|34rfBCD 2ND FLOOR WALLS READYFRAME,plate,2X6-RL #2&BTR DF,712,MBF,556.18,0.4750002,396,338.2001424,$81.18 ,14.60%,2503,09,475.0002,,
plan_2336BCD_HA,488GDF2,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|34rfBCD 2ND FLOOR WALLS READYFRAME,header beam,4X8-8' #2 DF GRN,1,MBF,815.48,13.75978713,17.4,13.75978713,$170.48 ,20.91%,2201,09,645.0001,,
plan_2336BCD_HA,4812GDF2,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|34rfBCD 2ND FLOOR WALLS READYFRAME,header beam,4X8-12' #2 DF GRN,3,MBF,815.48,20.6399968,78.29,61.9199904,$170.48 ,20.91%,2201,09,644.9999,,
plan_2336BCD_HA,4128GDF2,233610400 - 4085,|34rfD 2ND FLOOR WALLS READYFRAME,header beam,4X12-8' #2&BTR DF GRN,1,MBF,744.05,20.64,23.81,20.64,$99.05 ,13.31%,2201,09,645,,
plan_2336BCD_HA,24DF,233610200 - 4085,|40B ROOF,truss bracing,2X4-RL STD&BTR DF,600,MBF,634.83,0.363514867,254.06,218.10892,$89.83 ,14.15%,2503,09,544.9998,,
plan_2336BCD_HA,26DF2,233610200 - 4085,|40B ROOF,bracing/ overframe,2X6-RL #2&BTR DF,440,MBF,556.18,0.4750002,244.72,209.000088,$81.18 ,14.60%,2503,09,475.0002,,
plan_2336BCD_HA,2820DF2,233610200 - 4085,|40B ROOF,valley,2X8-20' #2&BTR DF,3,MBF,640.45,16.00082667,51.24,48.00248002,$40.43 ,6.31%,2503,09,600.0235,,
plan_2336BCD_HA,716OSB,233610200 - 4085,|40B ROOF,roof sheathing,"7/16""4X8 OSB RTD",63,MSF,307.95,8.7398496,620.83,550.6105248,$34.83 ,11.31%,3506,08,273.1203,,
plan_2336BCD_HA,716OSB,233610200 - 4085,|40B ROOF,heel sheeting,"7/16""4X8 OSB RTD",5,MSF,307.95,8.7398496,49.27,43.699248,$34.83 ,11.31%,3506,08,273.1203,,
plan_2336BCD_HA,SS7648CS,233610200 - 4085,|40B ROOF,soffit,4X8 TX SOFFIT SMART STRAND 76,14,MSF,1758.82,47.8399968,787.95,669.7599552,$263.82 ,15.00%,3905,09,1494.9999,,
plan_2336BCD_HA,PSCL1/2EA,233610200 - 4085,|40B ROOF,ply clip each,"1/2"" STEEL PLYWOOD CLIP (EA)",250,EA,0.08,0.0601,20,15.025,$0.02 ,24.88%,4502,05,0.0601,,
plan_2336BCD_HA,2812DF2,"233610200 - 4085, 233610300 - 4085",|40BC ROOF,coffered ceiling,2X8-12' #2&BTR DF,4,MBF,640.45,8.8,40.99,35.2,$90.45 ,14.12%,2503,09,550,,
plan_2336BCD_HA,A35,"233610200 - 4085, 233610300 - 4085",|40BC ROOF,angle clip,"1-7/16X4-1/2"" FRAMING ANCHOR",30,EA,0.53,0.41,15.9,12.3,$0.12 ,22.64%,4502,05,0.41,,
plan_2336BCD_HA,ARS28RA,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|40BCD ROOF,roof anchor,"ARS28 ""SUPER ANCHOR"" ROOF",2,EA,65.49,41.8812,130.98,83.7624,$23.61 ,36.05%,4107,06,41.8812,,
plan_2336BCD_HA,LS50,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|40BCD ROOF,shear clip,"LS50 5"" ADJ L ANGLE SIMPSON",34,EA,2.22,1.7301,75.48,58.8234,$0.49 ,22.07%,4502,05,1.7301,,
plan_2336BCD_HA,1220WWP,233610300 - 4085,|40C ROOF,shake mold,1X2-20' WW PRIMED,4,MBF,2664.71,7.549245,35.53,30.19698,$399.71 ,15.00%,4001,09,2265,,
plan_2336BCD_HA,21220WWP,233610300 - 4085,|40C ROOF,fascia,"2""X12""-20' WW PRIMED",7,MBF,1827.91,62.88,511.81,440.16,$255.91 ,14.00%,2510,09,1572,,
plan_2336BCD_HA,24DF,233610300 - 4085,|40C ROOF,truss bracing,2X4-RL STD&BTR DF,828,MBF,634.83,0.363514867,350.6,300.9903095,$89.83 ,14.15%,2503,09,544.9998,,
plan_2336BCD_HA,26DF2,233610300 - 4085,|40C ROOF,truss bracing,2X6-RL #2&BTR DF,240,MBF,556.18,0.4750002,133.48,114.000048,$81.18 ,14.60%,2503,09,475.0002,,
plan_2336BCD_HA,716OSB,233610300 - 4085,|40C ROOF,roof sheathing,"7/16""4X8 OSB RTD",68,MSF,307.95,8.7398496,670.1,594.3097728,$34.83 ,11.31%,3506,08,273.1203,,
plan_2336BCD_HA,PSCL1/2EA,233610300 - 4085,|40C ROOF,ply clip each,"1/2"" STEEL PLYWOOD CLIP (EA)",272,EA,0.08,0.0601,21.76,16.3472,$0.02 ,24.88%,4502,05,0.0601,,
plan_2336BCD_HA,SS7648CS,233610300 - 4085,|40C ROOF,soffit,4X8 TX SOFFIT SMART STRAND 76,8,MSF,1758.82,47.8399968,450.26,382.7199744,$263.82 ,15.00%,3905,09,1494.9999,,
plan_2336BCD_HA,1220WWP,233610400 - 4085,|40D ROOF,shake mold,1X2-20' WW PRIMED,5,MBF,2664.71,7.549245,44.41,37.746225,$399.71 ,15.00%,4001,09,2265,,
plan_2336BCD_HA,21020WWP,233610400 - 4085,|40D ROOF,fascia,"2""X10""-20' WW PRIMED",5,MBF,1565.12,44.86622133,260.85,224.3311067,$219.12 ,14.00%,2510,09,1346.0001,,
plan_2336BCD_HA,24DF,233610400 - 4085,|40D ROOF,truss bracing,2X4-RL STD&BTR DF,828,MBF,634.83,0.363514867,350.6,300.9903095,$89.83 ,14.15%,2503,09,544.9998,,
plan_2336BCD_HA,26DF2,233610400 - 4085,|40D ROOF,truss bracing,2X6-RL #2&BTR DF,220,MBF,556.18,0.4750002,122.36,104.500044,$81.18 ,14.60%,2503,09,475.0002,,
plan_2336BCD_HA,716OSB,233610400 - 4085,|40D ROOF,roof sheathing,"7/16""4X8 OSB RTD",79,MSF,307.95,8.7398496,778.5,690.4481184,$34.83 ,11.31%,3506,08,273.1203,,
plan_2336BCD_HA,716OSB,233610400 - 4085,|40D ROOF,hee lsheathing,"7/16""4X8 OSB RTD",4,MSF,307.95,8.7398496,39.42,34.9593984,$34.83 ,11.31%,3506,08,273.1203,,
plan_2336BCD_HA,SS7648CS,233610400 - 4085,|40D ROOF,soffit,4X8 TX SOFFIT SMART STRAND 76,9,MSF,1758.82,47.8399968,506.54,430.5599712,$263.82 ,15.00%,3905,09,1494.9999,,
plan_2336BCD_HA,A35,233610400 - 4085,|40D ROOF,angle clip,"1-7/16X4-1/2"" FRAMING ANCHOR",20,EA,0.53,0.41,10.6,8.2,$0.12 ,22.64%,4502,05,0.41,,
plan_2336BCD_HA,LGT3-SDS2.5,233610400 - 4085,|40D ROOF,roof anchor,LIGHT GIRDER TIE DOWN W/SCREWS,2,EA,38.76,30.2301,77.52,60.4602,$8.53 ,22.01%,4502,05,30.2301,,
plan_2336BCD_HA,PSCL1/2EA,233610400 - 4085,|40D ROOF,ply clip each,"1/2"" STEEL PLYWOOD CLIP (EA)",316,EA,0.08,0.0601,25.28,18.9916,$0.02 ,24.88%,4502,05,0.0601,,
plan_2336BCD_HA,716OSB,233610301 - 4085,|40gsC ROOF GABLE SHEETING,gable end sheathing,"7/16""4X8 OSB RTD",16,MSF,307.95,8.7398496,157.67,139.8375936,$34.83 ,11.31%,3506,08,273.1203,,
plan_2336BCD_HA,716OSB,233610401 - 4085,|40gsD ROOF GABLE SHEETING,gable end sheathing,"7/16""4X8 OSB RTD",11,MSF,307.95,8.7398496,108.4,96.1383456,$34.83 ,11.31%,3506,08,273.1203,,
plan_2336BCD_HA,LS50,"233610205 - 4085, 233610305 - 4085, 233610405 - 4085",|42BCD 3RD CAR GARAGE ROOF,shear wall clip,"LS50 5"" ADJ L ANGLE SIMPSON",8,EA,2.22,1.7301,17.76,13.8408,$0.49 ,22.07%,4502,05,1.7301,,
plan_2336BCD_HA,PSCL1/2EA,"233610205 - 4085, 233610305 - 4085, 233610405 - 4085",|42BCD 3RD CAR GARAGE ROOF,ply clip each,"1/2"" STEEL PLYWOOD CLIP (EA)",44,EA,0.08,0.0601,3.52,2.6444,$0.02 ,24.88%,4502,05,0.0601,,
plan_2336BCD_HA,SS7648CS,"233610205 - 4085, 233610305 - 4085, 233610405 - 4085",|42BCD 3RD CAR GARAGE ROOF,overhang sheathing,4X8 TX SOFFIT SMART STRAND 76,3,MSF,1758.82,47.8399968,168.85,143.5199904,$263.82 ,15.00%,3905,09,1494.9999,,
plan_2336BCD_HA,24DF,"233610205 - 4085, 233610405 - 4085",|42BD 3RD CAR GARAGE ROOF,truss bracing,2X4-RL STD&BTR DF,50,MBF,634.83,0.363514867,21.17,18.17574333,$89.83 ,14.15%,2503,09,544.9998,,
plan_2336BCD_HA,716OSB,"233610205 - 4085, 233610405 - 4085",|42BD 3RD CAR GARAGE ROOF,roof sheathing,"7/16""4X8 OSB RTD",12,MSF,307.95,8.7398496,118.25,104.8781952,$34.83 ,11.31%,3506,08,273.1203,,
plan_2336BCD_HA,LGT2,"233610205 - 4085, 233610405 - 4085",|42BD 3RD CAR GARAGE ROOF,roof clip,LIGHT WEIGHT GIRDER TIE DOWN,2,EA,10.33,8.0601,20.66,16.1202,$2.27 ,21.97%,4502,05,8.0601,,
plan_2336BCD_HA,1220WWP,233610305 - 4085,|42C 3RD CAR GARAGE ROOF,shake mold,1X2-20' WW PRIMED,2,MBF,2664.71,7.549245,17.76,15.09849,$399.71 ,15.00%,4001,09,2265,,
plan_2336BCD_HA,21220WWP,233610305 - 4085,|42C 3RD CAR GARAGE ROOF,fascia,"2""X12""-20' WW PRIMED",2,MBF,1827.91,62.88,146.23,125.76,$255.91 ,14.00%,2510,09,1572,,
plan_2336BCD_HA,24DF,233610305 - 4085,|42C 3RD CAR GARAGE ROOF,truss bracing,2X4-RL STD&BTR DF,80,MBF,634.83,0.363514867,33.87,29.08118933,$89.83 ,14.15%,2503,09,544.9998,,
plan_2336BCD_HA,716OSB,233610305 - 4085,|42C 3RD CAR GARAGE ROOF,roof sheathing,"7/16""4X8 OSB RTD",11,MSF,307.95,8.7398496,108.4,96.1383456,$34.83 ,11.31%,3506,08,273.1203,,
plan_2336BCD_HA,716OSB,233610305 - 4085,|42C 3RD CAR GARAGE ROOF,gable end sheathing,"7/16""4X8 OSB RTD",2,MSF,307.95,8.7398496,19.71,17.4796992,$34.83 ,11.31%,3506,08,273.1203,,
plan_2336BCD_HA,A35,233610305 - 4085,|42C 3RD CAR GARAGE ROOF,angle clip,"1-7/16X4-1/2"" FRAMING ANCHOR",4,EA,0.53,0.41,2.12,1.64,$0.12 ,22.64%,4502,05,0.41,,
plan_2336BCD_HA,9125DWRA,"233610200 - 4155, 233610300 - 4155, 233610400 - 4155",|58BCD HOUSEWRAP,tyvek housewrap,9'X125' TYVEK DRAINWRP RICHMND,4,EA,160.28,129.8301,641.12,519.3204,$30.45 ,19.00%,4202,08,129.8301,,
plan_2336BCD_HA,TTAPE3-164RA,"233610200 - 4155, 233610300 - 4155, 233610400 - 4155",|58BCD HOUSEWRAP,housewrap tape,"3""X164' TYVEK WHT TP RICHMOND",7,EA,15.125,13.3765,105.88,93.6355,$1.75 ,11.56%,4201,08,13.3765,,
plan_2336BCD_HA,475DFTRA,"233610200 - 4155, 233610300 - 4155, 233610400 - 4155",|58BCD HOUSEWRAP,window and door flashing,"4""X75' DUPONT FLASH TP RICHMND",7,EA,26.69620253,23.2492,186.87,162.7444,$3.45 ,12.91%,4201,08,23.2492,,
plan_2336BCD_HA,975TFWNFRA,"233610200 - 4155, 233610300 - 4155, 233610400 - 4155",|58BCD HOUSEWRAP,window and door sill flashing,"9""X75' TYVEK FW NF TP RICHMOND",2,EA,134.9240506,133.33,269.85,266.66,$1.59 ,1.18%,4201,08,133.33,,
plan_2336BCD_HA,CH38SP,"233610200 - 4155, 233610300 - 4155, 233610400 - 4155",|58BCD HOUSEWRAP,staples,"3/8"" STINGER STAPLE PAC 2016CT",2,EA,56.64,44.1771,113.28,88.3542,$12.46 ,22.00%,4504,05,44.1771,,
plan_2336BCD_HA,DPWS,"233610200 - 4155, 233610300 - 4155, 233610400 - 4155",|58BCD HOUSEWRAP,sealant,10.3 OZ TUBE DUPONT SEALANT,16,EA,4.96,4.1205,79.36,65.928,$0.84 ,16.93%,4203,01,4.1205,,
plan_2336BCD_HA,TTAPE3-164RA,"233610300 - 4155, 233610400 - 4155",|58CD HOUSEWRAP,housewrap tape,"3""X164' TYVEK WHT TP RICHMOND",2,EA,15.125,13.3765,30.25,26.753,$1.75 ,11.56%,4201,08,13.3765,,
plan_2336BCD_HA,CH38SP,"233610300 - 4155, 233610400 - 4155",|58CD HOUSEWRAP,staples,"3/8"" STINGER STAPLE PAC 2016CT",2,EA,56.64,44.1771,113.28,88.3542,$12.46 ,22.00%,4504,05,44.1771,,
plan_2336BCD_HA,HZ10410SMP,233610200 - 4155,|60B EXTERIOR TRIM AND SIDING,panel siding,PAN PR SMOOTH 4X10,11,MSF,1471.76,50.040004,647.57,550.440044,$220.76 ,15.00%,3904,09,1251.0001,,
plan_2336BCD_HA,HZ10814CMSP,233610200 - 4155,|60B EXTERIOR TRIM AND SIDING,lap siding,PLK PR CM SEL HZ10 8.25X12,350,MSF,1349.41,9.462749175,3896.42,3311.962211,$202.41 ,15.00%,3904,09,1146.9999,,
plan_2336BCD_HA,HZU1312RB,233610200 - 4155,|60B EXTERIOR TRIM AND SIDING,soffit,TRM 4/4 BATT PR RG HZ 2.5X12',25,MSF,4714.12,10.0175,294.63,250.4375,$707.12 ,15.00%,3904,09,4007,,
plan_2336BCD_HA,HZU54412RT,233610200 - 4155,|60B EXTERIOR TRIM AND SIDING,siding trim,TRM 5/4 PR RG HZ 3.5X12',39,MSF,5130.59,15.2635,700.33,595.2765,$769.59 ,15.00%,3904,09,4361,,
plan_2336BCD_HA,HZU54812RT,233610200 - 4155,|60B EXTERIOR TRIM AND SIDING,siding trim,TRM 5/4 PR RG HZ 7.25X12',1,MSF,5130.59,31.61725,37.2,31.61725,$769.59 ,15.00%,3904,09,4361,,
plan_2336BCD_HA,HZU541012RT,233610200 - 4155,|60B EXTERIOR TRIM AND SIDING,siding trim,TRM 5/4 PR RG HZ 9.25X12',2,MSF,5130.59,40.33925,94.92,80.6785,$769.59 ,15.00%,3904,09,4361,,
plan_2336BCD_HA,EM390073,233610200 - 4155,|60B EXTERIOR TRIM AND SIDING,siding flashing,4X1-1/8X3/8 WHT HIGH BACK FLSH,9,EA,8.47,7.2001,76.23,64.8009,$1.27 ,14.99%,4206,09,7.2001,,
plan_2336BCD_HA,EM390074,233610200 - 4155,|60B EXTERIOR TRIM AND SIDING,siding flashing,4X1-3/8X3/8 WHT HIGH BACK FLSH,10,EA,8.65,7.3501,86.5,73.501,$1.30 ,15.03%,4206,09,7.3501,,
plan_2336BCD_HA,4128JNTFLSHEA,233610200 - 4155,|60B EXTERIOR TRIM AND SIDING,shingle flashing,"4-1/2""X8"" POLY JNT FLASH EA PC",250,EA,0.37,0.2386,92.5,59.65,$0.13 ,35.51%,4107,06,0.2386,,
plan_2336BCD_HA,TX1WHT10,233610200 - 4155,|60B EXTERIOR TRIM AND SIDING,siding sealant,TX1 TEXT POLY SEALANT WHT 10OZ,80,EA,5.66,4.7,452.8,376,$0.96 ,16.96%,4203,01,4.7,,
plan_2336BCD_HA,2220WWP,"233610200 - 4155, 233610300 - 4155, 233610400 - 4155",|60BCD EXTERIOR TRIM AND SIDING,isc,"2""X2""-20' WW PRIMED",2,MBF,1683.72,9.653815333,22.45,19.30763067,$235.72 ,14.00%,2510,09,1447.9999,,
plan_2336BCD_HA,2820WWP,"233610200 - 4155, 233610300 - 4155, 233610400 - 4155",|60BCD EXTERIOR TRIM AND SIDING,garage wrap,"2""X8""-20' WW PRIMED",2,MBF,1487.21,34.10709033,79.32,68.21418067,$208.21 ,14.00%,2510,09,1278.9999,,
plan_2336BCD_HA,HZ1048CMP,"233610200 - 4155, 233610300 - 4155, 233610400 - 4155",|60BCD EXTERIOR TRIM AND SIDING,soffit,PAN PR CEDRML 4X8,4,MSF,1362.35,37.0560032,174.38,148.2240128,$204.35 ,15.00%,3904,09,1158.0001,,
plan_2336BCD_HA,HZ1049CMP,"233610200 - 4155, 233610300 - 4155, 233610400 - 4155",|60BCD EXTERIOR TRIM AND SIDING,soffit,PAN PR CEDRML 4X9,3,MSF,1362.35,41.6880036,147.13,125.0640108,$204.35 ,15.00%,3904,09,1158.0001,,
plan_2336BCD_HA,HZ1012CMSP,"233610200 - 4155, 233610300 - 4155, 233610400 - 4155",|60BCD EXTERIOR TRIM AND SIDING,beam wrap,PLK PR CM SEL HZ10 12X12',4,MSF,1349.41,13.764,64.77,55.056,$202.41 ,15.00%,3904,09,1147,,
plan_2336BCD_HA,EM390075,"233610200 - 4155, 233610300 - 4155, 233610400 - 4155",|60BCD EXTERIOR TRIM AND SIDING,siding flashing,4X1-5/8X3/8 WHT HIGH BACK FLSH,1,EA,8.94,7.5999,8.94,7.5999,$1.34 ,14.99%,4206,09,7.5999,,
plan_2336BCD_HA,PPG725MLBR,"233610200 - 4155, 233610300 - 4155, 233610400 - 4155",|60BCD EXTERIOR TRIM AND SIDING,light block,"7.25""X9.5"" LIGHT BLOCK RUSTIC",3,EA,11.76,9.9999,35.28,29.9997,$1.76 ,14.97%,3903,09,9.9999,,
plan_2336BCD_HA,PPGPR100BB,"233610200 - 4155, 233610300 - 4155, 233610400 - 4155",|60BCD EXTERIOR TRIM AND SIDING,hose bib block,"5.5""X7.5""R&R SPLT MOUNT BIB RS",2,EA,11.76,10,23.52,20,$1.76 ,14.97%,3903,09,10,,
plan_2336BCD_HA,PPGPR101EB,"233610200 - 4155, 233610300 - 4155, 233610400 - 4155",|60BCD EXTERIOR TRIM AND SIDING,outlet block,"5.5""X7.5""RECEPTACLE BLOCK RSTC",2,EA,11,9.3481,22,18.6962,$1.65 ,15.02%,3903,09,9.3481,,
plan_2336BCD_HA,MD71550,"233610200 - 4155, 233610300 - 4155, 233610400 - 4155",|60BCD EXTERIOR TRIM AND SIDING,backer rod,"CAULK BACKER ROD 3/8"" X 350'",1,EA,46.99,39,46.99,39,$7.99 ,17.00%,4203,01,39,,
plan_2336BCD_HA,QFP50,"233610200 - 4155, 233610300 - 4155, 233610400 - 4155",|60BCD EXTERIOR TRIM AND SIDING,flashing,P-50 QUICKFLASH PANEL,2,EA,6.4,5.44,12.8,10.88,$0.96 ,15.00%,4206,09,5.44,,
plan_2336BCD_HA,QFP100,"233610200 - 4155, 233610300 - 4155, 233610400 - 4155",|60BCD EXTERIOR TRIM AND SIDING,flashing,QUICKFLASH PLUMB FLASHNG P-100,2,EA,6,5.0962,12,10.1924,$0.90 ,15.06%,4206,09,5.0962,,
plan_2336BCD_HA,QFPE30BA,"233610200 - 4155, 233610300 - 4155, 233610400 - 4155",|60BCD EXTERIOR TRIM AND SIDING,flashing,E-3/0B-A 1-3/8 FLASHING PANEL,3,EA,6.14,5.2166,18.42,15.6498,$0.92 ,15.04%,4206,09,5.2166,,
plan_2336BCD_HA,RUS334017,"233610200 - 4155, 233610300 - 4155, 233610400 - 4155",|60BCD EXTERIOR TRIM AND SIDING,spray primer,PAINTERS TOUCH PRIMER 2X GRAY,3,EA,6.99,4.82,20.97,14.46,$2.17 ,31.04%,4516,01,4.82,,
plan_2336BCD_HA,GRC7R92HG1,"233610200 - 4155, 233610300 - 4155, 233610400 - 4155",|60BCD EXTERIOR TRIM AND SIDING,siding nails,"2-3/16""X.092 WIRE HDG RNG 1.2M",2,BOX,32.62,25.4399,65.24,50.8798,$7.18 ,22.01%,4504,05,25.4399,,
plan_2336BCD_HA,GRF162M,"233610200 - 4155, 233610300 - 4155, 233610400 - 4155",|60BCD EXTERIOR TRIM AND SIDING,finish nails,"2"" 16GA FINISH NAIL GALV 1M",2,BOX,8.77,6.84,17.54,13.68,$1.93 ,22.01%,4505,05,6.84,,
plan_2336BCD_HA,2220WWP,233610300 - 4155,|60C EXTERIOR TRIM AND SIDING,freize board,"2""X2""-20' WW PRIMED",4,MBF,1683.72,9.653815333,44.9,38.61526133,$235.72 ,14.00%,2510,09,1447.9999,,
plan_2336BCD_HA,HZ1049SMP,233610300 - 4155,|60C EXTERIOR TRIM AND SIDING,panel siding,PAN PR SMOOTH 4X9,14,MSF,1471.76,45.036,741.77,630.504,$220.76 ,15.00%,3904,09,1251,,
plan_2336BCD_HA,HZ105881412AVGS,233610300 - 4155,|60C EXTERIOR TRIM AND SIDING,v-groove siding,ART V GROOVE HZ10 8.25X12 PR,12,MSF,5980.62,44.21175,592.08,530.541,$621.62 ,10.39%,3904,09,5359,,
plan_2336BCD_HA,HZ10814CMSP,233610300 - 4155,|60C EXTERIOR TRIM AND SIDING,lap siding,PLK PR CM SEL HZ10 8.25X12,441,MSF,1349.41,9.462749175,4909.49,4173.072386,$202.41 ,15.00%,3904,09,1146.9999,,
plan_2336BCD_HA,HZU54412RT,233610300 - 4155,|60C EXTERIOR TRIM AND SIDING,siding trim,TRM 5/4 PR RG HZ 3.5X12',30,MSF,5130.59,15.2635,538.71,457.905,$769.59 ,15.00%,3904,09,4361,,
plan_2336BCD_HA,HZU54612RT,233610300 - 4155,|60C EXTERIOR TRIM AND SIDING,siding trim,TRM 5/4 PR RG HZ 5.5X12',1,MSF,5130.59,23.98549945,28.22,23.98549945,$769.59 ,15.00%,3904,09,4360.9999,,
plan_2336BCD_HA,HZU54812RT,233610300 - 4155,|60C EXTERIOR TRIM AND SIDING,siding trim,TRM 5/4 PR RG HZ 7.25X12',2,MSF,5130.59,31.61725,74.39,63.2345,$769.59 ,15.00%,3904,09,4361,,
plan_2336BCD_HA,HZU541012RT,233610300 - 4155,|60C EXTERIOR TRIM AND SIDING,siding trim,TRM 5/4 PR RG HZ 9.25X12',1,MSF,5130.59,40.33925,47.46,40.33925,$769.59 ,15.00%,3904,09,4361,,
plan_2336BCD_HA,EM390073,233610300 - 4155,|60C EXTERIOR TRIM AND SIDING,siding flashing,4X1-1/8X3/8 WHT HIGH BACK FLSH,5,EA,8.47,7.2001,42.35,36.0005,$1.27 ,14.99%,4206,09,7.2001,,
plan_2336BCD_HA,EM390074,233610300 - 4155,|60C EXTERIOR TRIM AND SIDING,siding flashing,4X1-3/8X3/8 WHT HIGH BACK FLSH,9,EA,8.65,7.3501,77.85,66.1509,$1.30 ,15.03%,4206,09,7.3501,,
plan_2336BCD_HA,XOCLP516,233610300 - 4155,|60C EXTERIOR TRIM AND SIDING,siding flashing,TAMLYN EXTREME CORNER XOCLP516,3,EA,28.02,23.82,84.06,71.46,$4.20 ,14.99%,3903,09,23.82,,
plan_2336BCD_HA,RH516,233610300 - 4155,|60C EXTERIOR TRIM AND SIDING,horizontal reveal flashing,XTREME TRIM HORIZONTAL REVEAL,6,EA,24.96,21.22,149.76,127.32,$3.74 ,14.98%,3903,09,21.22,,
plan_2336BCD_HA,RV516,233610300 - 4155,|60C EXTERIOR TRIM AND SIDING,veritcal reveal trim,TAMLYN VERTICAL REVEAL,4,EA,28.45,24.18,113.8,96.72,$4.27 ,15.01%,4206,09,24.18,,
plan_2336BCD_HA,JMH51610,233610300 - 4155,|60C EXTERIOR TRIM AND SIDING,window flashing,XTREME TRIM J-MOLD HD PRMD,3,EA,12.91,10.97,38.73,32.91,$1.94 ,15.03%,3906,09,10.97,,
plan_2336BCD_HA,4128JNTFLSHEA,233610300 - 4155,|60C EXTERIOR TRIM AND SIDING,shingle flashing,"4-1/2""X8"" POLY JNT FLASH EA PC",320,EA,0.37,0.2386,118.4,76.352,$0.13 ,35.51%,4107,06,0.2386,,
plan_2336BCD_HA,TX1WHT10,233610300 - 4155,|60C EXTERIOR TRIM AND SIDING,siding sealant,TX1 TEXT POLY SEALANT WHT 10OZ,90,EA,5.66,4.7,509.4,423,$0.96 ,16.96%,4203,01,4.7,,
plan_2336BCD_HA,2220WWP,233610400 - 4155,|60D EXTERIOR TRIM AND SIDING,freize board,"2""X2""-20' WW PRIMED",5,MBF,1683.72,9.653815333,56.13,48.26907667,$235.72 ,14.00%,2510,09,1447.9999,,
plan_2336BCD_HA,2820WWP,233610400 - 4155,|60D EXTERIOR TRIM AND SIDING,garage wrap,"2""X8""-20' WW PRIMED",2,MBF,1487.21,34.10709033,79.32,68.21418067,$208.21 ,14.00%,2510,09,1278.9999,,
plan_2336BCD_HA,HZ1048SMP,233610400 - 4155,|60D EXTERIOR TRIM AND SIDING,panel siding,PAN PR SMOOTH 4X8,3,MSF,1471.76,40.0320032,141.29,120.0960096,$220.76 ,15.00%,3904,09,1251.0001,,
plan_2336BCD_HA,HZ10410SMP,233610400 - 4155,|60D EXTERIOR TRIM AND SIDING,panel siding,PAN PR SMOOTH 4X10,19,MSF,1471.76,50.040004,1118.54,950.760076,$220.76 ,15.00%,3904,09,1251.0001,,
plan_2336BCD_HA,HZ10814CMSP,233610400 - 4155,|60D EXTERIOR TRIM AND SIDING,lap siding,PLK PR CM SEL HZ10 8.25X12,388,MSF,1349.41,9.462749175,4319.46,3671.54668,$202.41 ,15.00%,3904,09,1146.9999,,
