PlanTable,ItemID,OptionPhase,PackID,Description,OnlineDescription,Qty,UOM,SellEach,CostEach,ExtPrice,ExtCost,MarginDollar,MarginPercent,Category,PriceLevel,CostUOM,BlendCost,AvgCost
plan_2336BCD_HA,A34Z,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|10BCD FOUNDATION,crawl post,A34 FRAMING ANCHOR Z-MAX,50,EA,0.79,0.62,39.5,31,$0.17 ,21.52%,4502,05,0.62,,
plan_2336BCD_HA,BP5/8-3HDG,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|10BCD FOUNDATION,bearing plate,"5/8"" 3X3 BEARING PLATE HDG",100,EA,0.67,0.5199,67,51.99,$0.15 ,22.40%,4502,05,0.5199,,
plan_2336BCD_HA,SS550,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|10BCD FOUNDATION,sill sealer,"SILL SEALER 5.5"" X 50'",5,EA,7.99,4.91,39.95,24.55,$3.08 ,38.55%,3704,08,4.91,,
plan_2336BCD_HA,VIS620B,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|10BCD FOUNDATION,poly,20'X100' 6 MIL BLACK VISQUEEN,1,EA,84.99,64.16,84.99,64.16,$20.83 ,24.51%,4201,08,64.16,,
plan_2336BCD_HA,DUNSHINGLE,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|10BCD FOUNDATION,barrier,DUNNAGE SHINGLES,2,BDL,26.99,17.2601,53.98,34.5202,$9.73 ,36.05%,4107,06,17.2601,,
plan_2336BCD_HA,HU48,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|10BCD FOUNDATION,blocking hangers,FACE MOUNT HANGER,20,EA,11.36,8.86,227.2,177.2,$2.50 ,22.01%,4502,05,8.86,,
plan_2336BCD_HA,ITW1508SD,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|10BCD FOUNDATION,crawl post fastener,"1"" DRIVE PIN W/ WASHER 100/BOX",1,BOX,19.99,8.6,19.99,8.6,$11.39 ,56.98%,4503,05,8.6,,
plan_2336BCD_HA,ITW42CW,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|10BCD FOUNDATION,crawl post fastener,YELLOW LOAD 22CAL 100PC/BOX,1,BOX,8.1,6.32,8.1,6.32,$1.78 ,21.98%,4505,05,6.32,,
plan_2336BCD_HA,248DF,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|10BCD FOUNDATION,trash bin,2X4-8' STD&BTR DF,8,MBF,634.83,2.90485,27.07,23.2388,$89.83 ,14.15%,2503,09,545,,
plan_2336BCD_HA,716OSB,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|10BCD FOUNDATION,trash bin,"7/16""4X8 OSB RTD",2,MSF,307.95,8.7398496,19.71,17.4796992,$34.83 ,11.31%,3506,08,273.1203,,
plan_2336BCD_HA,SS550,"233610205 - 4085, 233610305 - 4085, 233610405 - 4085",|12ABD 3RD CAR GARAGE FOUNDATION,sill sealer,"SILL SEALER 5.5"" X 50'",1,EA,7.99,4.91,7.99,4.91,$3.08 ,38.55%,3704,08,4.91,,
plan_2336BCD_HA,2616HF3TICAG,"233610205 - 4085, 233610305 - 4085, 233610405 - 4085",|12BCD 3RD CAR GARAGE FOUNDATION,sill plate,2X6-16' #3 HF TRTD AG ICT,1,MBF,872.94,10.0166384,13.97,10.0166384,$246.90 ,28.28%,3002,09,626.0399,,
plan_2336BCD_HA,BP5/8-3HDG,"233610205 - 4085, 233610305 - 4085, 233610405 - 4085",|12BCD 3RD CAR GARAGE FOUNDATION,bearing  plate,"5/8"" 3X3 BEARING PLATE HDG",8,EA,0.67,0.5199,5.36,4.1592,$0.15 ,22.40%,4502,05,0.5199,,
plan_2336BCD_HA,118TGOSBWGOFF,233619505 - 4085 - 4085,|18.82BCD OPT DEN SUBFLOOR,floor sheathing,"1-1/8""4X8 T&G OSB EDGGLD SIF",4,MSF,1017.44,29.5039968,130.23,118.0159872,$95.44 ,9.38%,3507,08,921.9999,,
plan_2336BCD_HA,SFG,233619505 - 4085 - 4085,|18.82BCD OPT DEN SUBFLOOR,floor glue,BFS SUB FLR GLUE 28OZ,1,EA,4.08,3.3893,4.08,3.3893,$0.69 ,16.93%,4203,01,3.3893,,
plan_2336BCD_HA,118TGOSBWGOFF,233619500 - 4085 - 4085,|18.83BCD OPT DEN  W/FULL BATH SUBFLOOR,floor sheathing,"1-1/8""4X8 T&G OSB EDGGLD SIF",4,MSF,1017.44,29.5039968,130.23,118.0159872,$95.44 ,9.38%,3507,08,921.9999,,
plan_2336BCD_HA,SFG,233619500 - 4085 - 4085,|18.83BCD OPT DEN  W/FULL BATH SUBFLOOR,floor glue,BFS SUB FLR GLUE 28OZ,1,EA,4.08,3.3893,4.08,3.3893,$0.69 ,16.93%,4203,01,3.3893,,
plan_2336BCD_HA,118TGOSBWGOFF,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|18BCD MAIN SUBFLOOR,floor sheathing,"1-1/8""4X8 T&G OSB EDGGLD SIF",33,MSF,1017.44,29.5039968,1074.42,973.6318944,$95.44 ,9.38%,3507,08,921.9999,,
plan_2336BCD_HA,SFG,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|18BCD MAIN SUBFLOOR,floor glue,BFS SUB FLR GLUE 28OZ,12,EA,4.08,3.3893,48.96,40.6716,$0.69 ,16.93%,4203,01,3.3893,,
plan_2336BCD_HA,2410458DF,233619505 - 4085 - 4085,|20.82BCD OPT DEN WALLS,studs,"2X4-104-5/8"" STUD DF PET",26,MBF,511.36,2.58,79.77,67.08,$81.36 ,15.91%,2505,09,430,,
plan_2336BCD_HA,24DF,233619505 - 4085 - 4085,|20.82BCD OPT DEN WALLS,plate,2X4-RL STD&BTR DF,30,MBF,634.83,0.363514867,12.7,10.905446,$89.83 ,14.15%,2503,09,544.9998,,
plan_2336BCD_HA,2610458DF,233619505 - 4085 - 4085,|20.82BCD OPT DEN WALLS,studs,"2X6-104-5/8"" STUD DF PET",-10,MBF,517.24,3.87,-46.55,-38.7,$87.24 ,16.87%,2505,09,430,,
plan_2336BCD_HA,26DF2,233619505 - 4085 - 4085,|20.82BCD OPT DEN WALLS,plate,2X6-RL #2&BTR DF,-12,MBF,556.18,0.4750002,-6.67,-5.7000024,$81.18 ,14.60%,2503,09,475.0002,,
plan_2336BCD_HA,HTT4,233619505 - 4085 - 4085,|20.82BCD OPT DEN WALLS,holddown,"SIMPSON 12-3/8"" TENSION TIE EA",-2,EA,19.67,15.34,-39.34,-30.68,$4.33 ,22.01%,4502,05,15.34,,
plan_2336BCD_HA,MF04685EA,233619505 - 4085 - 4085,|20.82BCD OPT DEN WALLS,holddown nut,5/8-11 FIN HEX NUT 25#,-2,EA,0.69,0.1443,-1.38,-0.2886,$0.55 ,79.09%,4503,05,0.1443,,
plan_2336BCD_HA,24DF,233619505 - 4085 - 4085,|20.82rf OPT DEN WALLS READYFRAME,plate,2X4-RL STD&BTR DF,62,MBF,634.83,0.363514867,26.25,22.53792173,$89.83 ,14.15%,2503,09,544.9998,,
plan_2336BCD_HA,26DF2,233619505 - 4085 - 4085,|20.82rf OPT DEN WALLS READYFRAME,plate,2X6-RL #2&BTR DF,-24,MBF,556.18,0.4750002,-13.35,-11.4000048,$81.18 ,14.60%,2503,09,475.0002,,
plan_2336BCD_HA,2410458DF,233619500 - 4085 - 4085,|20.83BCD OPT DEN  W/FULL BATH WALLS,studs,"2X4-104-5/8"" STUD DF PET",23,MBF,511.36,2.58,70.57,59.34,$81.36 ,15.91%,2505,09,430,,
plan_2336BCD_HA,24DF,233619500 - 4085 - 4085,|20.83BCD OPT DEN  W/FULL BATH WALLS,plate,2X4-RL STD&BTR DF,26,MBF,634.83,0.363514867,11.01,9.451386532,$89.83 ,14.15%,2503,09,544.9998,,
plan_2336BCD_HA,26DF2,233619500 - 4085 - 4085,|20.83BCD OPT DEN  W/FULL BATH WALLS,plate,2X6-RL #2&BTR DF,-9,MBF,556.18,0.4750002,-5.01,-4.2750018,$81.18 ,14.60%,2503,09,475.0002,,
plan_2336BCD_HA,716OSB9,233619500 - 4085 - 4085,|20.83BCD OPT DEN  W/FULL BATH WALLS,wall sheathing,"7/16""4X9 OSB RTD",1,MSF,319.32,10.3765572,11.5,10.3765572,$31.08 ,9.73%,3506,08,288.2377,,
plan_2336BCD_HA,2610458DF,233619500 - 4085 - 4085,|20.83BCD OPT DEN  W/FULL BATH WALLS,studs,"2X6-104-5/8"" STUD DF PET",-8,MBF,517.24,3.87,-37.24,-30.96,$87.24 ,16.87%,2505,09,430,,
plan_2336BCD_HA,24DF,233619500 - 4085 - 4085,|20.83rfBCD OPT DEN W/ FULL BALL WALLS READYFRAME,plate,2X4-RL STD&BTR DF,56,MBF,634.83,0.363514867,23.71,20.35683253,$89.83 ,14.15%,2503,09,544.9998,,
plan_2336BCD_HA,26DF2,233619500 - 4085 - 4085,|20.83rfBCD OPT DEN W/ FULL BALL WALLS READYFRAME,plate,2X6-RL #2&BTR DF,-18,MBF,556.18,0.4750002,-10.01,-8.5500036,$81.18 ,14.60%,2503,09,475.0002,,
plan_2336BCD_HA,31214DF18GL,"233610200 - 4085, 233610300 - 4085",|20BC MAIN FLOOR WALLS,porch beam,3-1/2X14 GLAM LF,13,LF,19.26,16.37,250.38,212.81,$2.89 ,15.01%,2006,10,16.37,,
plan_2336BCD_HA,WSWH18X8,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|20BCD MAIN FLOOR WALLS,portal frame,18X8 SIMPSON STRONGWALL,2,EA,557.4,418.05,1114.8,836.1,$139.35 ,25.00%,1,l5,418.05,,
plan_2336BCD_HA,2410458DF,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|20BCD MAIN FLOOR WALLS,studs,"2X4-104-5/8"" STUD DF PET",91,MBF,511.36,2.58,279.2,234.78,$81.36 ,15.91%,2505,09,430,,
plan_2336BCD_HA,2610458DF,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|20BCD MAIN FLOOR WALLS,studs,"2X6-104-5/8"" STUD DF PET",192,MBF,517.24,3.87,893.79,743.04,$87.24 ,16.87%,2505,09,430,,
plan_2336BCD_HA,24DF,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|20BCD MAIN FLOOR WALLS,plate,2X4-RL STD&BTR DF,86,MBF,634.83,0.363514867,36.42,31.26227853,$89.83 ,14.15%,2503,09,544.9998,,
plan_2336BCD_HA,2414DF,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|20BCD MAIN FLOOR WALLS,safety rail/bracing,2X4-14' STD&BTR DF,45,MBF,634.83,5.086485,266.62,228.891825,$89.83 ,14.15%,2503,09,545,,
plan_2336BCD_HA,26DF2,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|20BCD MAIN FLOOR WALLS,plate,2X6-RL #2&BTR DF,318,MBF,556.18,0.4750002,176.87,151.0500636,$81.18 ,14.60%,2503,09,475.0002,,
plan_2336BCD_HA,31214DF18GL,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|20BCD MAIN FLOOR WALLS,porch beam,3-1/2X14 GLAM LF,7,LF,19.26,16.37,134.82,114.59,$2.89 ,15.01%,2006,10,16.37,,
plan_2336BCD_HA,41010GDF2,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|20BCD MAIN FLOOR WALLS,porch beam,4X10-10' #2 DF GRN,1,MBF,815.48,21.499785,27.18,21.499785,$170.48 ,20.91%,2201,09,645,,
plan_2336BCD_HA,41012GDF2,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|20BCD MAIN FLOOR WALLS,porch beam,4X10-12' #2 DF GRN,1,MBF,815.48,25.799996,32.62,25.799996,$170.48 ,20.91%,2201,09,644.9999,,
plan_2336BCD_HA,61220GDF2,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|20BCD MAIN FLOOR WALLS,garage header,6X12-20' #2 DF GRN,1,MBF,984,94.655172,118.08,94.655172,$195.21 ,19.84%,2201,09,788.7931,,
plan_2336BCD_HA,6612HF2TICGC,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|20BCD MAIN FLOOR WALLS,exterior post,6X6-12' #2 HF TRTD GC ICT,2,MBF,1681,48.5226216,121.03,97.0452432,$333.15 ,19.82%,3004,09,1347.8506,,
plan_2336BCD_HA,716OSB10,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|20BCD MAIN FLOOR WALLS,wall sheathing,"7/16""4X10 OSB RTD",53,MSF,330.68,11.316516,701.04,599.775348,$47.77 ,14.45%,3506,08,282.9129,,
plan_2336BCD_HA,ABU66Z,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|20BCD MAIN FLOOR WALLS,post base,ABU66 6X6 ADJ. POST Z-MAX,2,EA,41.35,32.2501,82.7,64.5002,$9.10 ,22.01%,4502,05,32.2501,,
plan_2336BCD_HA,HTT4,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|20BCD MAIN FLOOR WALLS,holddown,"SIMPSON 12-3/8"" TENSION TIE EA",8,EA,19.67,15.34,157.36,122.72,$4.33 ,22.01%,4502,05,15.34,,
plan_2336BCD_HA,LCE4Z,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|20BCD MAIN FLOOR WALLS,post cap,SIMPSON LCE4 POST CAP Z-MAX,4,EA,6.64,5.1798,26.56,20.7192,$1.46 ,21.99%,4502,05,5.1798,,
plan_2336BCD_HA,MF04685EA,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|20BCD MAIN FLOOR WALLS,holddown nut,5/8-11 FIN HEX NUT 25#,8,EA,0.69,0.1443,5.52,1.1544,$0.55 ,79.09%,4503,05,0.1443,,
plan_2336BCD_HA,ST6224,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|20BCD MAIN FLOOR WALLS,strap tie,SIMPSON ST6224 STRAP TIE,2,EA,4.04,3.15,8.08,6.3,$0.89 ,22.03%,4502,05,3.15,,
plan_2336BCD_HA,STB2-62500,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|20BCD MAIN FLOOR WALLS,post base anchor,"5/8 X 5"" STRONG-BOLT 2 ANCHOR",2,EA,2.59,1.3,5.18,2.6,$1.29 ,49.81%,4520,05,1.3,,
plan_2336BCD_HA,51214DF18GL,233610400 - 4085,|20D MAIN WALLS,porch beam,5-1/2X14 GLAM LF,13,LF,25.92,22.0299,336.96,286.3887,$3.89 ,15.01%,2006,10,22.0299,,
plan_2336BCD_HA,HUC412Z,233610400 - 4085,|20D MAIN WALLS,porch beam hanger,4X12 F/M IJST HGR CNCL FLG ZMX,1,EA,21.72,16.9398,21.72,16.9398,$4.78 ,22.01%,4502,05,16.9398,,
plan_2336BCD_HA,12CDXTC40,233611110 - 4155,|20mB FRAMING MASONRY,post framing,"15/32""4X8 CDX RTD TRTD .40",1,MSF,1131,27.7649536,36.19,27.7649536,$263.35 ,23.28%,3001,08,867.6548,,
plan_2336BCD_HA,2412HF2TICGC,233611110 - 4155,|20mB FRAMING MASONRY,post framing,2X4-12' #2 HF TRTD GC ICT,1,MBF,1094.12,7.1094536,8.75,7.1094536,$205.44 ,18.78%,3002,09,888.6817,,
plan_2336BCD_HA,248HF2TICGC,233611110 - 4155,|20mB FRAMING MASONRY,post framing,2X4-8' #2 HF TRTD GC ICT,1,MBF,1094.12,4.734510475,5.83,4.734510475,$206.34 ,18.86%,3002,09,887.7762,,
plan_2336BCD_HA,24SBB,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|20RFBCD MAIN WALLS READYFRAME,blocking,2X4 22-7/16 SOLID BIRD BLOCK,8,BOM,0.72,0.54,5.76,4.32,$0.18 ,25.00%,2510,09,0.54,,
plan_2336BCD_HA,26SBB,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|20RFBCD MAIN WALLS READYFRAME,blocking,2X6 22-7/16 SOLID BIRD BLOCK,35,BOM,0.72,0.54,25.2,18.9,$0.18 ,25.00%,2510,09,0.54,,
plan_2336BCD_HA,OSBSTRIPS,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|20RFBCD MAIN WALLS READYFRAME,filler,"7/16"" X 3 1/2"" X 8' OSB STRIPS",3,EA,1.39,1.1351,4.17,3.4053,$0.25 ,18.34%,3511,08,1.1351,,
plan_2336BCD_HA,7165128OSB,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|20RFBCD MAIN WALLS READYFRAME,filler,"7/16""5-1/2""X8 OSB NON-RTD",26,MSF,411,1.287117,39.19,33.465042,$60.00 ,14.60%,3506,08,351,,
plan_2336BCD_HA,24DF,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|20RFBCD MAIN WALLS READYFRAME,plate,2X4-RL STD&BTR DF,498,MBF,634.83,0.363514867,210.87,181.0304036,$89.83 ,14.15%,2503,09,544.9998,,
plan_2336BCD_HA,26DF2,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|20RFBCD MAIN WALLS READYFRAME,plate,2X6-RL #2&BTR DF,1749,MBF,556.18,0.4750002,972.76,830.7753498,$81.18 ,14.60%,2503,09,475.0002,,
plan_2336BCD_HA,2620DF2,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|20RFBCD MAIN WALLS READYFRAME,studs,2X6-20' #2&BTR DF,24,MBF,556.18,9.499998,266.97,227.999952,$81.18 ,14.60%,2503,09,474.9999,,
plan_2336BCD_HA,488GDF2,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|20RFBCD MAIN WALLS READYFRAME,header beam,4X8-8' #2 DF GRN,1,MBF,815.48,13.75978713,17.4,13.75978713,$170.48 ,20.91%,2201,09,645.0001,,
plan_2336BCD_HA,4812GDF2,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|20RFBCD MAIN WALLS READYFRAME,header beam,4X8-12' #2 DF GRN,3,MBF,815.48,20.6399968,78.29,61.9199904,$170.48 ,20.91%,2201,09,644.9999,,
plan_2336BCD_HA,4814GDF2,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|20RFBCD MAIN WALLS READYFRAME,header beam,4X8-14' #2 DF GRN,2,MBF,815.48,24.079785,60.89,48.15957,$170.48 ,20.91%,2201,09,645,,
plan_2336BCD_HA,6610GDF2,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|20RFBCD MAIN WALLS READYFRAME,post,6X6-10' #2&BTR DF GRN,2,MBF,1036,24.900006,62.16,49.800012,$206.00 ,19.88%,2201,09,830.0002,,
plan_2336BCD_HA,5121612DF18GL,233610305 - 4085,|22BC 3RD CAR GARAGE WALLS,floor beam,5-1/2X16-1/2 GLAM LF,22,LF,29,24.65,638,542.3,$4.35 ,15.00%,2006,10,24.65,,
plan_2336BCD_HA,2414DF,"233610205 - 4085, 233610305 - 4085, 233610405 - 4085",|22BCD 3RD CAR GARAGE WALLS,bracing,2X4-14' STD&BTR DF,6,MBF,634.83,5.086485,35.55,30.51891,$89.83 ,14.15%,2503,09,545,,
plan_2336BCD_HA,2610458DF,"233610205 - 4085, 233610305 - 4085, 233610405 - 4085",|22BCD 3RD CAR GARAGE WALLS,studs,"2X6-104-5/8"" STUD DF PET",24,MBF,517.24,3.87,111.72,92.88,$87.24 ,16.87%,2505,09,430,,
plan_2336BCD_HA,26DF2,"233610205 - 4085, 233610305 - 4085, 233610405 - 4085",|22BCD 3RD CAR GARAGE WALLS,plate,2X6-RL #2&BTR DF,100,MBF,556.18,0.4750002,55.62,47.50002,$81.18 ,14.60%,2503,09,475.0002,,
plan_2336BCD_HA,41210GDF2,"233610205 - 4085, 233610305 - 4085, 233610405 - 4085",|22BCD 3RD CAR GARAGE WALLS,garage header,4X12-10' #2&BTR DF GRN,1,MBF,815.48,25.8,32.62,25.8,$170.48 ,20.91%,2201,09,645,,
plan_2336BCD_HA,6610GDF2,"233610205 - 4085, 233610305 - 4085, 233610405 - 4085",|22BCD 3RD CAR GARAGE WALLS,post,6X6-10' #2&BTR DF GRN,2,MBF,1036,24.900006,62.16,49.800012,$206.00 ,19.88%,2201,09,830.0002,,
plan_2336BCD_HA,716OSB10,"233610205 - 4085, 233610305 - 4085, 233610405 - 4085",|22BCD 3RD CAR GARAGE WALLS,wall sheathing,"7/16""4X10 OSB RTD",6,MSF,330.68,11.316516,79.36,67.899096,$47.77 ,14.45%,3506,08,282.9129,,
plan_2336BCD_HA,51218DF18GL,233610405 - 4085,|22D 3RD CAR GARAGE WALLS,floor beam,5-1/2X18 GLAM LF,22,LF,32.33,27.48,711.26,604.56,$4.85 ,15.00%,2006,10,27.48,,
plan_2336BCD_HA,2336FT,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|30BCD 2ND FLOOR SYSTEM,floor trusses,2336 Floor Truss Pricing,1,EA,2459,2459,2459,2459,$0.00 ,0.00%,1,l5,2459,,
plan_2336BCD_HA,14114TTECRIM16,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|30BCD 2ND FLOOR SYSTEM,rim/ blocking,"1-1/4X14"" TOLKO LSL RIM 16'",14,EA,77.69,64.48,1087.66,902.72,$13.21 ,17.00%,1,l5,64.48,,
plan_2336BCD_HA,WBC2LVL14LF,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|30BCD 2ND FLOOR SYSTEM,floor beam,1-3/4X14 BC LVL 2.1E LF,26,LF,9.45,8.03,245.7,208.78,$1.42 ,15.03%,2042,10,8.03,,
plan_2336BCD_HA,WBC2LVL31214LF,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|30BCD 2ND FLOOR SYSTEM,floor beam,3-1/2X14 BC LVL 2.1E LF,5,LF,19.98,16.98,99.9,84.9,$3.00 ,15.02%,2042,10,16.98,,
plan_2336BCD_HA,31214DF18GL,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|30BCD 2ND FLOOR SYSTEM,floor beam,3-1/2X14 GLAM LF,23,LF,19.26,16.37,442.98,376.51,$2.89 ,15.01%,2006,10,16.37,,
plan_2336BCD_HA,5121612DF18GL,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|30BCD 2ND FLOOR SYSTEM,floor beam,5-1/2X16-1/2 GLAM LF,20,LF,29,24.65,580,493,$4.35 ,15.00%,2006,10,24.65,,
plan_2336BCD_HA,2420DF,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|30BCD 2ND FLOOR SYSTEM,stair stiff back,2X4-20' STD&BTR DF,3,MBF,634.83,7.264851333,25.39,21.794554,$89.83 ,14.15%,2503,09,545.0001,,
plan_2336BCD_HA,2620DF2,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|30BCD 2ND FLOOR SYSTEM,strongback,2X6-20' #2&BTR DF,8,MBF,556.18,9.499998,88.99,75.999984,$81.18 ,14.60%,2503,09,474.9999,,
plan_2336BCD_HA,288DF2,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|30BCD 2ND FLOOR SYSTEM,landing joist,2X8-8' #2&BTR DF,4,MBF,640.45,5.866848933,27.33,23.46739573,$90.45 ,14.12%,2503,09,549.9999,,
plan_2336BCD_HA,21220DF2,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|30BCD 2ND FLOOR SYSTEM,stair stringer,2X12-20' #2&BTR DF,3,MBF,636.36,28.8,76.36,86.4,($83.64),-13.14%,2503,09,720,,
plan_2336BCD_HA,118TGOSBWGOFF,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|30BCD 2ND FLOOR SYSTEM,landing sheathing,"1-1/8""4X8 T&G OSB EDGGLD SIF",1,MSF,1017.44,29.5039968,32.56,29.5039968,$95.44 ,9.38%,3507,08,921.9999,,
plan_2336BCD_HA,1212OSBS,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|30BCD 2ND FLOOR SYSTEM,stair treads,"5/4""X12""-12' STEP TREAD OSB",5,EA,23.49,16.5118,117.45,82.559,$6.98 ,29.71%,5603,11,16.5118,,
plan_2336BCD_HA,HU11,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|30BCD 2ND FLOOR SYSTEM,lvl hanger,"SIMP 1 3/4""X12""-14""LVL HANGER",2,EA,13.94,10.8698,27.88,21.7396,$3.07 ,22.02%,4502,05,10.8698,,
plan_2336BCD_HA,LSCZ,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|30BCD 2ND FLOOR SYSTEM,stair stepping,LSCZ ADJ STAIR STRINGER CONN,6,EA,2.29,1.79,13.74,10.74,$0.50 ,21.83%,4502,05,1.79,,
plan_2336BCD_HA,LUS28,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|30BCD 2ND FLOOR SYSTEM,landing hanger,LUS28 JOIST HANGER 2X8,8,EA,1.37,1.07,10.96,8.56,$0.30 ,21.90%,4502,05,1.07,,
plan_2336BCD_HA,78TGOSBWGOFF,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|32BCD 2ND FLOOR SUBFLOOR,floor sheathing,"7/8""4X8 T&G OSB EDGGLD SIF FF",48,MSF,773.26,23.1039968,1187.73,1108.991846,$51.26 ,6.63%,3507,08,721.9999,,
plan_2336BCD_HA,SFG,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|32BCD 2ND FLOOR SUBFLOOR,floor glue,BFS SUB FLR GLUE 28OZ,15,EA,4.08,3.3893,61.2,50.8395,$0.69 ,16.93%,4203,01,3.3893,,
plan_2336BCD_HA,249258DF,233620010 - 4085,|34.24BCD OPT BEDROOM 4,studs,"2X4-92-5/8"" STUD DF PET",38,MBF,431.82,1.919880533,87.51,72.95546027,$71.82 ,16.63%,2505,09,360.0001,,
plan_2336BCD_HA,24DF,233620010 - 4085,|34.24BCD OPT BEDROOM 4,plate,2X4-RL STD&BTR DF,140,MBF,634.83,0.363514867,59.28,50.89208132,$89.83 ,14.15%,2503,09,544.9998,,
plan_2336BCD_HA,249258DF,233620013 - 4085,|34.80BCD OPT RETREAT,studs,"2X4-92-5/8"" STUD DF PET",24,MBF,431.82,1.919880533,55.27,46.0771328,$71.82 ,16.63%,2505,09,360.0001,,
plan_2336BCD_HA,24DF,233620013 - 4085,|34.80BCD OPT RETREAT,plate,2X4-RL STD&BTR DF,88,MBF,634.83,0.363514867,37.26,31.98930826,$89.83 ,14.15%,2503,09,544.9998,,
plan_2336BCD_HA,249258DF,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|34BCD 2ND FLOOR WALLS,studs,"2X4-92-5/8"" STUD DF PET",184,MBF,431.82,1.919880533,423.73,353.2580181,$71.82 ,16.63%,2505,09,360.0001,,
plan_2336BCD_HA,269258DF,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|34BCD 2ND FLOOR WALLS,studs,"2X6-92-5/8"" STUD DF PET",192,MBF,397.73,2.6399992,610.91,506.8798464,$67.73 ,17.03%,2505,09,329.9999,,
plan_2336BCD_HA,24DF,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|34BCD 2ND FLOOR WALLS,plate,2X4-RL STD&BTR DF,250,MBF,634.83,0.363514867,105.86,90.87871665,$89.83 ,14.15%,2503,09,544.9998,,
plan_2336BCD_HA,2414DF,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|34BCD 2ND FLOOR WALLS,bracing,2X4-14' STD&BTR DF,26,MBF,634.83,5.086485,154.05,132.24861,$89.83 ,14.15%,2503,09,545,,
plan_2336BCD_HA,26DF2,"233610200 - 4085, 233610300 - 4085, 233610400 - 4085",|34BCD 2ND FLOOR WALLS,plate,2X6-RL #2&BTR DF,226,MBF,556.18,0.4750002,125.7,107.3500452,$81.18 ,14.60%,2503,09,475.0002,,
