Richmond_Pack_ID,Shipping_Order,Elevation_Letters_Original,Option_Codes,Phase_Str,Pack_Name,Item_No,Item_Type,Old_Code,New_Phase_Code,New_Elevation_Code,New_Item_Type_Code,New_Full_Code
|24.sr DECK FRAMING @ SUNROOM    ,3,,"SUN, COVD1SN, SUNWO",24.sr,DECK FRAMING @ SUNROOM    ,1000,Framing,XXXX-24.sr-1000,024.910,**,1000,PPPP-024.910-**-1000
|24.sr DECK FRAMING @ SUNROOM    ,3,,"COVD1SN, SUNWO",24.sr,DECK FRAMING @ SUNROOM    ,1000,Framing,XXXX-24.sr-1000,024.910,**,1000,PPPP-024.910-**-1000
|25.1s COVERED DECK STAIR FRAMING    ,3,,COVD,25.1s,COVERED DECK STAIR FRAMING    ,1000,Framing,XXXX-25.1s-1000,025.101,**,1000,PPPP-025.101-**-1000
|25.tc DECK FRAMING      ,3,,TALLCRWL,25.tc,DECK FRAMING      ,1000,Framing,XXXX-25.tc-1000,025.900,**,1000,PPPP-025.900-**-1000
|30.nl 2ND FLOOR SYSTEM (SHIP WITH MAIN WALLS ,3,"A, B, C",,30.nl,2ND FLOOR SYSTEM (SHIP WITH MAIN WALLS ,1000,Framing,XXXX-30.nl-1000,030.000,ABC,1000,PPPP-030.000-ABC-1000
|32.lo 2ND FLOOR DECKING     ,4,,LOFT,32.lo,2ND FLOOR DECKING     ,1000,Framing,XXXX-32.lo-1000,032.000,**,1000,PPPP-032.000-**-1000
|34.lp 2ND FLOOR WALLS (LOFT)    ,4,"A, B, C",,34.lp,2ND FLOOR WALLS (LOFT)    ,1000,Framing,XXXX-34.lp-1000,034.000,ABC,1000,PPPP-034.000-ABC-1000
|34.nl 2ND FLOOR WALLS (NO LOFT)   ,4,"A, B, C",,34.nl,2ND FLOOR WALLS (NO LOFT)   ,1000,Framing,XXXX-34.nl-1000,034.000,ABC,1000,PPPP-034.000-ABC-1000
|34.9t 2ND FLOOR WALLS 9'    ,4,,,34.9t,2ND FLOOR WALLS 9'    ,1000,Framing,XXXX-34.9t-1000,034.900,**,1000,PPPP-034.900-**-1000
|34.9t 2ND WALLS 9' CEILING    ,4,,92L,34.9t,2ND WALLS 9' CEILING    ,1000,Framing,XXXX-34.9t-1000,034.900,**,1000,PPPP-034.900-**-1000
|34.rf 2ND FLOOR WALLS READYFRAME    ,4,"B, C",,34.rf,2ND FLOOR WALLS READYFRAME    ,1000,Framing,XXXX-34.rf-1000,034.000,BC,1000,PPPP-034.000-BC-1000
|34.rf 2ND FLOOR WALLS READYFRAME    ,4,"B, C, D",,34.rf,2ND FLOOR WALLS READYFRAME    ,1000,Framing,XXXX-34.rf-1000,034.000,BCD,1000,PPPP-034.000-BCD-1000
|34.rf 2ND FLOOR WALLS READYFRAME    ,4,D,,34.rf,2ND FLOOR WALLS READYFRAME    ,1000,Framing,XXXX-34.rf-1000,034.000,D,1000,PPPP-034.000-D-1000
|40.gs ROOF GABLE SHEETING     ,5,,,40.gs,ROOF GABLE SHEETING     ,1000,Framing,XXXX-40.gs-1000,040.000,**,1000,PPPP-040.000-**-1000
|40.gs ROOF GABLE SHEETING     ,5,,,40.gs,ROOF GABLE SHEETING     ,1000,Framing,XXXX-40.gs-1000,040.000,**,1000,PPPP-040.000-**-1000
|42.4x OPT 2 CAR GARAGE 4' EXT ROOF ,5,,2CAR4XA,42.4x,OPT 2 CAR GARAGE 4' EXT ROOF ,1000,Framing,XXXX-42.4x-1000,042.040,**,1000,PPPP-042.040-**-1000
|42.4x OPT 2 CAR GARAGE 4' EXT ROOF ,5,,2CAR4XB,42.4x,OPT 2 CAR GARAGE 4' EXT ROOF ,1000,Framing,XXXX-42.4x-1000,042.040,**,1000,PPPP-042.040-**-1000
|42.4x OPT 2 CAR GARAGE 4' EXT ROOF ,5,,2CAR4XC,42.4x,OPT 2 CAR GARAGE 4' EXT ROOF ,1000,Framing,XXXX-42.4x-1000,042.040,**,1000,PPPP-042.040-**-1000
|42.4x OPT 2 CAR GARAGE 4' EXT ROOF ,5,"A, B","2CAR4XA, 2CAR4XB",42.4x,OPT 2 CAR GARAGE 4' EXT ROOF ,1000,Framing,XXXX-42.4x-1000,042.040,AB,1000,PPPP-042.040-AB-1000
|42.4x OPT 2 CAR GARAGE 4' EXT ROOF ,5,C,2CAR4XC,42.4x,OPT 2 CAR GARAGE 4' EXT ROOF ,1000,Framing,XXXX-42.4x-1000,042.040,C,1000,PPPP-042.040-C-1000
|42.5x OPT 2 CAR GARAGE 5' EXT ROOF ,5,"A, B","2CAR5XA, 2CAR5XB",42.5x,OPT 2 CAR GARAGE 5' EXT ROOF ,1000,Framing,XXXX-42.5x-1000,042.050,AB,1000,PPPP-042.050-AB-1000
|42.5x OPT 2 CAR GARAGE 5' EXT ROOF ,5,C,2CAR5XC,42.5x,OPT 2 CAR GARAGE 5' EXT ROOF ,1000,Framing,XXXX-42.5x-1000,042.050,C,1000,PPPP-042.050-C-1000
|43.sr COVERED PATIO @ SUNROOM ROOF   ,5,"A, B, C","COVPSN1, COVD1SN",43.sr,COVERED PATIO @ SUNROOM ROOF   ,1000,Framing,XXXX-43.sr-1000,043.910,ABC,1000,PPPP-043.910-ABC-1000
|43.xc EXTENDED COVERED PATIO ROOF    ,5,,COVPX,43.xc,EXTENDED COVERED PATIO ROOF    ,1000,Framing,XXXX-43.xc-1000,043.920,**,1000,PPPP-043.920-**-1000
|60.0x OPT GREAT ROOM WINDOW(S) @ EXT GRT RM,7,,WDWGRTX,60.0x,OPT GREAT ROOM WINDOW(S) @ EXT GRT RM,1100,Siding,XXXX-60.0x-1100,060.000,**,2100,PPPP-060.000-**-2100
|60.6x EXTENDED GREAT ROOM SIDING    ,7,,"XGREAT, WO2",60.6x,EXTENDED GREAT ROOM SIDING    ,1100,Siding,XXXX-60.6x-1100,060.060,**,2100,PPPP-060.060-**-2100
|60.pr PORCH RAIL      ,7,,PORRAIL,60.pr,PORCH RAIL      ,1100,Siding,XXXX-60.pr-1100,060.000,**,2100,PPPP-060.000-**-2100
|60.pw EXTERIOR POST WRAP     ,7 or 8,A,,60.pw,EXTERIOR POST WRAP     ,1100,Siding,XXXX-60.pw-1100,060.900,A,2100,PPPP-060.900-A-2100
|60.tc SIDING       ,7,,TLLCRWL,60.tc,SIDING       ,1100,Siding,XXXX-60.tc-1100,060.900,**,2100,PPPP-060.900-**-2100
|60.ec EXTERIOR TRIM AND SIDING CORNER ENHANCED  ,7,,,60.ec,EXTERIOR TRIM AND SIDING CORNER ENHANCED  ,1100,Siding,XXXX-60.ec-1100,060.000,**,2100,PPPP-060.000-**-2100
|60.ec EXTERIOR TRIM AND SIDING CORNER ENHANCED  ,7,,,60.ec,EXTERIOR TRIM AND SIDING CORNER ENHANCED  ,1100,Siding,XXXX-60.ec-1100,060.000,**,2100,PPPP-060.000-**-2100
|60.ec EXTERIOR TRIM AND SIDING CORNER ENHANCED  ,7,,,60.ec,EXTERIOR TRIM AND SIDING CORNER ENHANCED  ,1100,Siding,XXXX-60.ec-1100,060.000,**,2100,PPPP-060.000-**-2100
|60.er EXTERIOR TRIM AND SIDING REAR ENHANCED  ,7,,,60.er,EXTERIOR TRIM AND SIDING REAR ENHANCED  ,1100,Siding,XXXX-60.er-1100,060.000,**,2100,PPPP-060.000-**-2100
|60.er EXTERIOR TRIM AND SIDING REAR ENHANCED  ,7,,,60.er,EXTERIOR TRIM AND SIDING REAR ENHANCED  ,1100,Siding,XXXX-60.er-1100,060.000,**,2100,PPPP-060.000-**-2100
|60.er EXTERIOR TRIM AND SIDING REAR ENHANCED  ,7,,,60.er,EXTERIOR TRIM AND SIDING REAR ENHANCED  ,1100,Siding,XXXX-60.er-1100,060.000,**,2100,PPPP-060.000-**-2100
|60.fw FAUX WOOD      ,7,,,60.fw,FAUX WOOD      ,1100,Siding,XXXX-60.fw-1100,060.000,**,2100,PPPP-060.000-**-2100
|60.ma EXTERIOR TRIM AND SIDING MASONRY   ,7,,,60.ma,EXTERIOR TRIM AND SIDING MASONRY   ,1100,Siding,XXXX-60.ma-1100,060.000,**,2100,PPPP-060.000-**-2100
|60.pw EXTERIOR POST WRAP     ,7 or 8,,,60.pw,EXTERIOR POST WRAP     ,1100,Siding,XXXX-60.pw-1100,060.900,**,2100,PPPP-060.900-**-2100
|62.4x OPT 2 CAR GARAGE 4' EXT SIDING AND,7,,2CAR4XA,62.4x,OPT 2 CAR GARAGE 4' EXT SIDING AND,1100,Siding,XXXX-62.4x-1100,062.040,**,2100,PPPP-062.040-**-2100
|62.4x OPT 2 CAR GARAGE 4' EXT SIDING AND,7,,2CAR4XB,62.4x,OPT 2 CAR GARAGE 4' EXT SIDING AND,1100,Siding,XXXX-62.4x-1100,062.040,**,2100,PPPP-062.040-**-2100
|62.4x OPT 2 CAR GARAGE 4' EXT SIDING AND,7,,2CAR4XC,62.4x,OPT 2 CAR GARAGE 4' EXT SIDING AND,1100,Siding,XXXX-62.4x-1100,062.040,**,2100,PPPP-062.040-**-2100
|62.4x OPT 2 CAR GARAGE 4' EXT SIDING AND,7,A,2CAR4XA,62.4x,OPT 2 CAR GARAGE 4' EXT SIDING AND,1100,Siding,XXXX-62.4x-1100,062.040,A,2100,PPPP-062.040-A-2100
|62.5x 2 CAR GARAGE 5' EXT. SIDING AND TRIM,7,A,2CAR5XA,62.5x,2 CAR GARAGE 5' EXT. SIDING AND TRIM,1100,Siding,XXXX-62.5x-1100,062.050,A,2100,PPPP-062.050-A-2100
|62.5x 2 CAR GARAGE 5' EXT. SIDING AND TRIM,7,B,2CAR5XB,62.5x,2 CAR GARAGE 5' EXT. SIDING AND TRIM,1100,Siding,XXXX-62.5x-1100,062.050,B,2100,PPPP-062.050-B-2100
|62.5x 2 CAR GARAGE 5' EXT. SIDING AND TRIM,7,C,2CAR5XC,62.5x,2 CAR GARAGE 5' EXT. SIDING AND TRIM,1100,Siding,XXXX-62.5x-1100,062.050,C,2100,PPPP-062.050-C-2100
|62.4x OPT 2 CAR GARAGE 4' EXT SIDING AND,7,,2CAR4XB,62.4x,OPT 2 CAR GARAGE 4' EXT SIDING AND,1100,Siding,XXXX-62.4x-1100,062.040,**,2100,PPPP-062.040-**-2100
|62.4x OPT 2 CAR GARAGE 4' EXT SIDING AND,7,,2CAR4XC,62.4x,OPT 2 CAR GARAGE 4' EXT SIDING AND,1100,Siding,XXXX-62.4x-1100,062.040,**,2100,PPPP-062.040-**-2100
|62.2x        ,7,,2CAR4XA,62.2x,       ,1100,Siding,XXXX-62.2x-1100,062.020,**,2100,PPPP-062.020-**-2100
|62.2x OPT EXTENDED GARAGE SIDING    ,7,,2CAR4XB,62.2x,OPT EXTENDED GARAGE SIDING    ,1100,Siding,XXXX-62.2x-1100,062.020,**,2100,PPPP-062.020-**-2100
|62.2x OPT EXTENDED GARAGE SIDING    ,7,,2CAR4XC,62.2x,OPT EXTENDED GARAGE SIDING    ,1100,Siding,XXXX-62.2x-1100,062.020,**,2100,PPPP-062.020-**-2100
|63.1p OPT COVERED PATIO POST WRAP   ,7 or 8,,COVP,63.1p,OPT COVERED PATIO POST WRAP   ,1100,Siding,XXXX-63.1p-1100,063.101,**,2100,PPPP-063.101-**-2100
|63.2p COVERED PATIO 2 POST WRAP   ,7 or 8,,COVP2,63.2p,COVERED PATIO 2 POST WRAP   ,1100,Siding,XXXX-63.2p-1100,063.201,**,2100,PPPP-063.201-**-2100
|63.2p COVERED PATIO 2 POST WRAP   ,7 or 8,,COVP2,63.2p,COVERED PATIO 2 POST WRAP   ,1100,Siding,XXXX-63.2p-1100,063.201,**,2100,PPPP-063.201-**-2100
|63.3p COVERED PATIO 2 POST WRAP   ,7 or 8,,COVP3,63.3p,COVERED PATIO 2 POST WRAP   ,1100,Siding,XXXX-63.3p-1100,063.301,**,2100,PPPP-063.301-**-2100
|63.3p OPT COVERED PATIO POST WRAP   ,7 or 8,,COVP3,63.3p,OPT COVERED PATIO POST WRAP   ,1100,Siding,XXXX-63.3p-1100,063.301,**,2100,PPPP-063.301-**-2100
|63.pw COVERED PATIO POST WRAP    ,7,,COVP,63.pw,COVERED PATIO POST WRAP    ,1100,Siding,XXXX-63.pw-1100,063.900,**,2100,PPPP-063.900-**-2100
|63.sr COVERED PATIO @ SUNROOM SIDING   ,7,,"COVPSN1, COVD1SN",63.sr,COVERED PATIO @ SUNROOM SIDING   ,1100,Siding,XXXX-63.sr-1100,063.910,**,2100,PPPP-063.910-**-2100
|63.xc EXTENDED COVERED PATIO SIDING    ,7,,COVPX,63.xc,EXTENDED COVERED PATIO SIDING    ,1100,Siding,XXXX-63.xc-1100,063.920,**,2100,PPPP-063.920-**-2100
|63.xp EXTENDED COVERED PATIO POST WRAP   ,7 or 8,,COVPX,63.xp,EXTENDED COVERED PATIO POST WRAP   ,1100,Siding,XXXX-63.xp-1100,063.921,**,2100,PPPP-063.921-**-2100
|65.1p OPT COVERED DECK POST WRAP   ,7 or 8,,COVD,65.1p,OPT COVERED DECK POST WRAP   ,1100,Siding,XXXX-65.1p-1100,065.101,**,2100,PPPP-065.101-**-2100
|65.1p POST WRAP      ,7 or 8,,COVD,65.1p,POST WRAP      ,1100,Siding,XXXX-65.1p-1100,065.101,**,2100,PPPP-065.101-**-2100
|65.2p COVERED DECK 2 POST WRAP   ,7,,COVD2,65.2p,COVERED DECK 2 POST WRAP   ,1100,Siding,XXXX-65.2p-1100,065.201,**,2100,PPPP-065.201-**-2100
|65.2p COVERED DECK POST WRAP    ,7,,COVD2,65.2p,COVERED DECK POST WRAP    ,1100,Siding,XXXX-65.2p-1100,065.201,**,2100,PPPP-065.201-**-2100
|65.3p OPT COVERED DECK POST WRAP   ,7 or 8,,COVD3,65.3p,OPT COVERED DECK POST WRAP   ,1100,Siding,XXXX-65.3p-1100,065.301,**,2100,PPPP-065.301-**-2100
|74.ed EXT DECK SURFACE & RAIL   ,8 or 9,,"COVD2, WO",74.ed,EXT DECK SURFACE & RAIL   ,1100,Siding,XXXX-74.ed-1100,074.900,**,2100,PPPP-074.900-**-2100
|75.1s STAIRS SURFACE & RAIL    ,8 or 9,,COVD,75.1s,STAIRS SURFACE & RAIL    ,1100,Siding,XXXX-75.1s-1100,075.101,**,2100,PPPP-075.101-**-2100
|75.2s STAIRS SURFACE & RAIL    ,8 or 9,,COVD2,75.2s,STAIRS SURFACE & RAIL    ,1100,Siding,XXXX-75.2s-1100,075.201,**,2100,PPPP-075.201-**-2100
|75.tc DECK SURFACE & RAIL    ,8 or 9,,TALLCRWL,75.tc,DECK SURFACE & RAIL    ,1100,Siding,XXXX-75.tc-1100,075.900,**,2100,PPPP-075.900-**-2100
